pricePerNight,nbChambres,city,zipCode,nbSallesDeBain,Date,piscine,id
288,3,sainte marie de re,,,01/09/2020,False,41898522
745,6,le bois plage en re,,5,01/09/2020,False,33769499
278,5,loix,,,01/09/2020,False,8725810
428,3,loix,,,01/09/2020,False,23892072
328,5,loix,,5,01/09/2020,False,16119699
234,3,rivedoux plage,,1,01/09/2020,False,41807117
234,3,rivedoux plage,,1,01/09/2020,False,42885442
234,3,rivedoux plage,,1,01/09/2020,False,42725522
438,4,loix,,3,01/09/2020,False,3007671
527,5,sainte marie de re,,,01/09/2020,False,36513210
234,3,rivedoux plage,,1,01/09/2020,False,42216319
288,3,sainte marie de re,,,01/09/2020,False,41898522
745,6,le bois plage en re,,5,01/09/2020,False,33769499
403,4,nieul sur mer,,3,01/09/2020,False,20423674
764,5,la rochelle,,4,01/09/2020,False,27774687
428,3,loix,,,01/09/2020,False,23892072
278,5,loix,,,01/09/2020,False,8725810
415,5,nieul sur mer,,3,01/09/2020,False,20351991
328,5,loix,,5,01/09/2020,False,16119699
460,5,nieul sur mer,,,01/09/2020,False,6411451
438,4,loix,,3,01/09/2020,False,3007671
234,3,rivedoux plage,,1,01/09/2020,False,41807117
527,5,sainte marie de re,,,01/09/2020,False,36513210
234,3,rivedoux plage,,1,01/09/2020,False,42885442
516,7,nieul sur mer,,4,01/09/2020,False,20636522
431,3,sainte marie de re,,,01/09/2020,False,3232178
234,3,rivedoux plage,,1,01/09/2020,False,42725522
240,4,la rochelle,,,01/09/2020,False,14794504
234,3,rivedoux plage,,1,01/09/2020,False,42216319
276,3,rivedoux plage,,,01/09/2020,False,37541967
468,5,le bois plage en re,,3,01/09/2020,False,42582383
460,5,nieul sur mer,,,01/09/2020,False,6411451
328,5,loix,,5,01/09/2020,False,16119699
438,4,loix,,3,01/09/2020,False,3007671
234,3,rivedoux plage,,1,01/09/2020,False,41807117
234,3,rivedoux plage,,1,01/09/2020,False,42885442
527,5,sainte marie de re,,,01/09/2020,False,36513210
431,3,sainte marie de re,,,01/09/2020,False,3232178
234,3,rivedoux plage,,1,01/09/2020,False,42725522
516,7,nieul sur mer,,4,01/09/2020,False,20636522
240,4,la rochelle,,,01/09/2020,False,14794504
97,2,la rochelle,,1,01/09/2020,False,42261111
234,3,rivedoux plage,,1,01/09/2020,False,42216319
565,3,,,,01/09/2020,False,23107308
276,3,rivedoux plage,,,01/09/2020,False,37541967
366,4,,,,01/09/2020,False,42342665
468,5,le bois plage en re,,3,01/09/2020,False,42582383
430,3,la couarde sur mer,,,01/09/2020,False,29098962
547,6,loix,,5,01/09/2020,False,21508247
627,3,la couarde sur mer,,1,01/09/2020,False,17769304
715,6,sainte marie de re,,7,01/09/2020,False,34239481
255,4,le bois plage en re,,,08/09/2020,False,25288920
147,3,la couarde sur mer,,,08/09/2020,False,39053278
217,5,sainte marie de re,,3,08/09/2020,False,12760102
263,3,la flotte,,,08/09/2020,False,27218929
395,4,rivedoux plage,,,08/09/2020,False,30524192
582,4,saint martin de re,,,08/09/2020,False,12749062
280,4,sainte marie de re,,,08/09/2020,False,25230937
351,4,la flotte,,3,08/09/2020,False,36855003
107,2,la flotte,,1,08/09/2020,False,31802574
430,4,le bois plage en re,,3,08/09/2020,False,33127310
519,5,la flotte,,4,08/09/2020,False,38939476
599,5,saint martin de re,,5,08/09/2020,False,39050748
428,4,sainte marie de re,,,08/09/2020,False,32103313
382,4,saint martin de re,,3,08/09/2020,False,42292241
236,3,sainte marie de re,,,08/09/2020,False,29877465
258,3,la couarde sur mer,,,08/09/2020,False,33822917
410,5,saint martin de re,,,08/09/2020,False,18927199
357,5,sainte marie de re,,,08/09/2020,False,19685590
236,4,la rochelle,,1,08/09/2020,False,34895735
321,5,sainte marie de re,,3,08/09/2020,False,15000319
321,5,sainte marie de re,,3,08/09/2020,False,15000319
621,4,sainte marie de re,,5,08/09/2020,False,32785452
527,5,sainte marie de re,,3,08/09/2020,False,42172687
289,4,rivedoux plage,,3,08/09/2020,False,42709937
159,4,la couarde sur mer,,,08/09/2020,False,24008036
355,4,nieul sur mer,,,08/09/2020,False,26432823
355,3,sainte marie de re,,,08/09/2020,False,17179410
320,4,,,,08/09/2020,False,20782074
562,5,la flotte,,4,08/09/2020,False,26211665
247,3,,,3,08/09/2020,False,5302915
573,5,le bois plage en re,,4,08/09/2020,False,7745058
192,3,la rochelle,,1,08/09/2020,False,34005373
217,3,rivedoux plage,,1,08/09/2020,False,33131021
274,3,le bois plage en re,,1,08/09/2020,False,14060596
272,2,,,,08/09/2020,False,3278118
294,4,,,,08/09/2020,False,40391657
503,0,sainte marie de re,,3,08/09/2020,False,42164842
297,4,rivedoux plage,,,08/09/2020,False,13397150
162,3,la couarde sur mer,,1,08/09/2020,False,18485059
308,4,l houmeau,,,08/09/2020,False,13964266
785,5,le bois plage en re,,4,08/09/2020,False,21742914
195,4,la rochelle,,,08/09/2020,False,7447043
429,3,le bois plage en re,,,08/09/2020,False,15844141
176,2,rivedoux plage,,1,08/09/2020,False,31656617
463,4,sainte marie de re,,,08/09/2020,False,3077929
406,4,la flotte,,3,08/09/2020,False,41956735
371,5,sainte marie de re,,5,08/09/2020,False,28240132
"1,170",7,sainte marie de re,,6,08/09/2020,False,40301127
426,4,le bois plage en re,,5,08/09/2020,False,32300208
387,4,sainte marie de re,,3,08/09/2020,False,5633867
644,5,la couarde sur mer,,3,08/09/2020,False,32959687
323,4,,,3,08/09/2020,False,33264992
451,4,le bois plage en re,,4,08/09/2020,False,21269304
187,3,la rochelle,,1,08/09/2020,False,42980317
423,3,rivedoux plage,,3,08/09/2020,False,33343343
298,3,rivedoux plage,,,08/09/2020,False,12256043
451,5,saint martin de re,,,08/09/2020,False,38745104
652,5,,,4,08/09/2020,False,38771864
326,4,sainte marie de re,,,08/09/2020,False,6442596
228,5,sainte marie de re,,3,08/09/2020,False,42855461
457,4,sainte marie de re,,3,08/09/2020,False,22441928
373,3,sainte marie de re,,,08/09/2020,False,3232178
516,7,nieul sur mer,,4,08/09/2020,False,20636522
193,3,sainte marie de re,,,08/09/2020,False,1196922
280,3,la flotte,,4,08/09/2020,False,23992053
415,5,nieul sur mer,,3,08/09/2020,False,20351991
465,3,la flotte,,3,08/09/2020,False,5018017
462,3,rivedoux plage,,3,08/09/2020,False,13812715
438,4,loix,,3,08/09/2020,False,3007671
162,3,rivedoux plage,,1,08/09/2020,False,42725522
335,6,rivedoux plage,,3,08/09/2020,False,4945576
370,4,nieul sur mer,,3,08/09/2020,False,20423674
162,3,rivedoux plage,,1,08/09/2020,False,41807117
468,5,le bois plage en re,,3,08/09/2020,False,42582383
341,4,sainte marie de re,,,08/09/2020,False,25654302
301,3,sainte marie de re,,3,08/09/2020,False,28533702
306,3,le bois plage en re,,,08/09/2020,False,32638038
527,5,sainte marie de re,,,08/09/2020,False,36513210
328,5,loix,,5,08/09/2020,False,16119699
162,3,rivedoux plage,,1,08/09/2020,False,42216319
449,4,loix,,3,08/09/2020,False,979153
351,3,le bois plage en re,,,08/09/2020,False,39211506
385,3,la flotte,,,08/09/2020,False,13561680
672,4,sainte marie de re,,4,08/09/2020,False,23621860
319,5,sainte marie de re,,3,08/09/2020,False,26373652
335,6,rivedoux plage,,3,08/09/2020,False,4945576
602,6,la couarde sur mer,,3,08/09/2020,False,40408890
776,4,la flotte,,3,08/09/2020,False,21724525
468,3,loix,,5,08/09/2020,False,15925057
421,4,le bois plage en re,,4,08/09/2020,False,16119700
482,4,le bois plage en re,,,08/09/2020,False,42995578
819,4,le bois plage en re,,5,08/09/2020,False,7126485
435,4,sainte marie de re,,3,08/09/2020,False,16573701
702,5,rivedoux plage,,5,08/09/2020,False,6817965
767,5,la couarde sur mer,,3,08/09/2020,False,1358373
544,3,la couarde sur mer,,,08/09/2020,False,1275210
255,4,le bois plage en re,,,15/09/2020,False,25288920
137,3,la couarde sur mer,,,15/09/2020,False,39053278
272,3,le bois plage en re,,3,15/09/2020,False,16857198
193,3,le bois plage en re,,,15/09/2020,False,33759042
217,5,sainte marie de re,,3,15/09/2020,False,12760102
560,6,saint martin de re,,6,15/09/2020,False,33418725
253,5,sainte marie de re,,3,15/09/2020,False,20478019
276,4,sainte marie de re,,3,15/09/2020,False,12962979
259,3,la flotte,,,15/09/2020,False,27218929
582,4,saint martin de re,,,15/09/2020,False,12749062
107,2,la flotte,,1,15/09/2020,False,31802574
306,3,la flotte,,,15/09/2020,False,42728576
334,4,sainte marie de re,,,15/09/2020,False,32103313
353,5,sainte marie de re,,3,15/09/2020,False,38963748
280,4,sainte marie de re,,,15/09/2020,False,25230937
430,4,le bois plage en re,,3,15/09/2020,False,33127310
599,5,saint martin de re,,5,15/09/2020,False,39050748
376,5,saint martin de re,,,15/09/2020,False,18927199
236,4,la rochelle,,1,15/09/2020,False,34895735
283,5,sainte marie de re,,3,15/09/2020,False,11598740
258,3,la couarde sur mer,,,15/09/2020,False,33822917
283,5,sainte marie de re,,3,15/09/2020,False,11598740
223,3,sainte marie de re,,,15/09/2020,False,29877465
237,3,sainte marie de re,,,15/09/2020,False,21994231
357,5,sainte marie de re,,,15/09/2020,False,19685590
159,4,la couarde sur mer,,,15/09/2020,False,24008036
502,5,sainte marie de re,,3,15/09/2020,False,42172687
351,4,la flotte,,3,15/09/2020,False,36855003
321,5,sainte marie de re,,3,15/09/2020,False,15000319
621,4,sainte marie de re,,5,15/09/2020,False,32785452
107,2,la flotte,,1,15/09/2020,False,32883656
562,5,la flotte,,4,15/09/2020,False,26211665
355,3,sainte marie de re,,,15/09/2020,False,17179410
573,5,le bois plage en re,,4,15/09/2020,False,7745058
274,3,le bois plage en re,,1,15/09/2020,False,14060596
350,3,la flotte,,3,15/09/2020,False,21344501
503,0,sainte marie de re,,3,15/09/2020,False,42164842
159,3,sainte marie de re,,,15/09/2020,False,31029748
282,4,rivedoux plage,,,15/09/2020,False,13397150
881,6,saint martin de re,,5,15/09/2020,False,20600612
283,5,sainte marie de re,,3,15/09/2020,False,11598740
236,4,la rochelle,,1,15/09/2020,False,34895735
275,3,,,,15/09/2020,False,13371019
192,3,la rochelle,,1,15/09/2020,False,34005373
502,5,sainte marie de re,,3,15/09/2020,False,42172687
355,4,nieul sur mer,,,15/09/2020,False,26432823
746,5,le bois plage en re,,4,15/09/2020,False,21742914
562,5,la flotte,,4,15/09/2020,False,26211665
281,4,l houmeau,,,15/09/2020,False,13964266
368,4,la flotte,,3,15/09/2020,False,41956735
282,4,rivedoux plage,,,15/09/2020,False,13397150
176,2,rivedoux plage,,1,15/09/2020,False,31656617
378,5,sainte marie de re,,3,15/09/2020,False,29669043
328,4,la rochelle,,3,15/09/2020,False,34712442
451,5,saint martin de re,,,15/09/2020,False,38745104
294,4,,,,15/09/2020,False,40391657
161,3,la rochelle,,1,15/09/2020,False,42980317
195,4,la rochelle,,,15/09/2020,False,7447043
881,6,saint martin de re,,5,15/09/2020,False,20600612
398,3,rivedoux plage,,3,15/09/2020,False,33343343
111,3,rivedoux plage,,1,15/09/2020,False,42725522
378,5,sainte marie de re,,3,15/09/2020,False,29669043
408,3,rivedoux plage,,3,15/09/2020,False,13812715
111,3,rivedoux plage,,1,15/09/2020,False,41807117
318,5,le bois plage en re,,5,15/09/2020,False,12964045
609,6,rivedoux plage,,4,15/09/2020,False,6235071
263,3,la flotte,,4,15/09/2020,False,23992053
465,3,la flotte,,3,15/09/2020,False,5018017
761,6,le bois plage en re,,5,15/09/2020,False,3136842
457,4,sainte marie de re,,3,15/09/2020,False,22441928
373,3,sainte marie de re,,,15/09/2020,False,3232178
193,3,sainte marie de re,,,15/09/2020,False,1196922
132,2,la couarde sur mer,,1,15/09/2020,False,28659319
"1,006",6,le bois plage en re,,5,15/09/2020,False,18305081
111,3,rivedoux plage,,1,15/09/2020,False,42216319
438,4,loix,,3,15/09/2020,False,3007671
335,6,rivedoux plage,,3,15/09/2020,False,4945576
468,5,le bois plage en re,,3,15/09/2020,False,42582383
306,3,le bois plage en re,,,15/09/2020,False,32638038
527,5,sainte marie de re,,,15/09/2020,False,36513210
325,5,la rochelle,,5,15/09/2020,False,14455346
463,4,sainte marie de re,,,15/09/2020,False,3077929
609,6,rivedoux plage,,4,15/09/2020,False,6235071
132,2,la couarde sur mer,,1,15/09/2020,False,28659319
317,2,lagord,,1,15/09/2020,False,37264191
493,5,rivedoux plage,,3,15/09/2020,False,40198678
111,3,rivedoux plage,,1,15/09/2020,False,41807117
318,5,le bois plage en re,,5,15/09/2020,False,12964045
326,4,sainte marie de re,,,15/09/2020,False,6442596
193,3,sainte marie de re,,,15/09/2020,False,1196922
243,3,rivedoux plage,,,15/09/2020,False,37541967
301,3,sainte marie de re,,3,15/09/2020,False,28533702
844,7,rivedoux plage,,6,15/09/2020,False,17001566
347,5,nieul sur mer,,3,15/09/2020,False,20351991
383,3,la couarde sur mer,,3,15/09/2020,False,11884365
644,5,la couarde sur mer,,3,15/09/2020,False,32959687
288,3,sainte marie de re,,,15/09/2020,False,41898522
370,4,nieul sur mer,,3,15/09/2020,False,20423674
111,3,rivedoux plage,,1,15/09/2020,False,42725522
745,6,le bois plage en re,,5,15/09/2020,False,33769499
438,4,loix,,3,15/09/2020,False,3007671
370,4,nieul sur mer,,3,15/09/2020,False,20423674
335,6,rivedoux plage,,3,15/09/2020,False,4945576
111,3,rivedoux plage,,1,15/09/2020,False,42216319
961,6,,,5,15/09/2020,False,39274320
527,5,sainte marie de re,,,15/09/2020,False,36513210
550,3,,,,15/09/2020,False,23107308
468,5,le bois plage en re,,3,15/09/2020,False,42582383
301,3,sainte marie de re,,3,15/09/2020,False,28533702
243,3,rivedoux plage,,,15/09/2020,False,37541967
341,4,sainte marie de re,,,15/09/2020,False,25654302
306,3,le bois plage en re,,,15/09/2020,False,32638038
328,5,loix,,5,15/09/2020,False,16119699
745,6,le bois plage en re,,5,15/09/2020,False,33769499
812,4,sainte marie de re,,3,15/09/2020,False,39165287
259,3,sainte marie de re,,,15/09/2020,False,20086059
288,3,sainte marie de re,,,15/09/2020,False,41898522
547,6,loix,,5,15/09/2020,False,21508247
97,2,la rochelle,,1,15/09/2020,False,42261111
111,3,rivedoux plage,,1,15/09/2020,False,42885442
255,4,le bois plage en re,,,22/09/2020,False,25288920
272,3,le bois plage en re,,3,22/09/2020,False,16857198
280,4,sainte marie de re,,,22/09/2020,False,25230937
170,2,loix,,3,22/09/2020,False,907453
193,3,le bois plage en re,,,22/09/2020,False,33759042
332,4,saint martin de re,,3,22/09/2020,False,42292241
253,5,sainte marie de re,,3,22/09/2020,False,20478019
276,4,sainte marie de re,,3,22/09/2020,False,12962979
130,3,la couarde sur mer,,,22/09/2020,False,39053278
159,4,la couarde sur mer,,,22/09/2020,False,24008036
306,3,la flotte,,,22/09/2020,False,42728576
329,4,la flotte,,,22/09/2020,False,12734232
432,5,la flotte,,4,22/09/2020,False,38939476
438,4,la flotte,,3,22/09/2020,False,13664992
217,5,sainte marie de re,,3,22/09/2020,False,12760102
273,3,la couarde sur mer,,,22/09/2020,False,18991672
334,4,sainte marie de re,,,22/09/2020,False,32103313
277,3,la flotte,,3,22/09/2020,False,21344501
348,4,la flotte,,3,22/09/2020,False,36855003
599,5,saint martin de re,,5,22/09/2020,False,39050748
251,3,la flotte,,,22/09/2020,False,27218929
582,4,saint martin de re,,,22/09/2020,False,12749062
410,5,le bois plage en re,,5,22/09/2020,False,36853426
353,5,sainte marie de re,,3,22/09/2020,False,38963748
258,3,sainte marie de re,,,22/09/2020,False,35189093
385,4,le bois plage en re,,5,22/09/2020,False,32300208
258,3,la couarde sur mer,,,22/09/2020,False,33822917
107,2,la flotte,,1,22/09/2020,False,32883656
99,2,la flotte,,1,22/09/2020,False,31802574
668,5,le bois plage en re,,4,22/09/2020,False,21742914
621,4,sainte marie de re,,5,22/09/2020,False,32785452
159,3,sainte marie de re,,,22/09/2020,False,31029748
264,3,sainte marie de re,,,22/09/2020,False,29877465
376,5,saint martin de re,,,22/09/2020,False,18927199
430,4,le bois plage en re,,3,22/09/2020,False,33127310
318,4,la flotte,,3,22/09/2020,False,41956735
310,5,sainte marie de re,,3,22/09/2020,False,15000319
357,5,sainte marie de re,,,22/09/2020,False,19685590
355,3,sainte marie de re,,,22/09/2020,False,17179410
217,3,rivedoux plage,,1,22/09/2020,False,33131021
159,3,sainte marie de re,,,22/09/2020,False,31029748
562,5,la flotte,,4,22/09/2020,False,26211665
881,6,saint martin de re,,5,22/09/2020,False,20600612
274,3,le bois plage en re,,1,22/09/2020,False,14060596
217,3,rivedoux plage,,1,22/09/2020,False,33131021
684,6,saint martin de re,,5,22/09/2020,False,21728129
258,3,sainte marie de re,,,22/09/2020,False,35189093
282,4,rivedoux plage,,,22/09/2020,False,13397150
627,5,la flotte,,5,22/09/2020,False,35829263
311,3,le bois plage en re,,5,22/09/2020,False,23353670
133,3,la couarde sur mer,,1,22/09/2020,False,10873866
162,3,la couarde sur mer,,1,22/09/2020,False,18485059
170,2,loix,,3,22/09/2020,False,907453
429,3,le bois plage en re,,,22/09/2020,False,15844141
463,4,sainte marie de re,,,22/09/2020,False,3077929
176,2,rivedoux plage,,1,22/09/2020,False,31656617
385,4,le bois plage en re,,5,22/09/2020,False,32300208
438,4,le bois plage en re,,4,22/09/2020,False,21269304
"1,170",7,sainte marie de re,,6,22/09/2020,False,40301127
644,5,la couarde sur mer,,3,22/09/2020,False,32959687
355,3,rivedoux plage,,3,22/09/2020,False,13812715
294,4,,,,22/09/2020,False,40391657
161,3,la rochelle,,1,22/09/2020,False,42980317
627,5,la flotte,,5,22/09/2020,False,35829263
478,4,l houmeau,,5,22/09/2020,False,42241508
196,3,sainte marie de re,,,22/09/2020,False,40748352
881,6,saint martin de re,,5,22/09/2020,False,20600612
394,3,rivedoux plage,,3,22/09/2020,False,33343343
241,4,,,,22/09/2020,False,5776989
239,3,la flotte,,4,22/09/2020,False,23992053
429,3,le bois plage en re,,,22/09/2020,False,15844141
195,4,la rochelle,,,22/09/2020,False,7447043
438,4,le bois plage en re,,4,22/09/2020,False,21269304
"1,006",6,sainte marie de re,,6,22/09/2020,False,35798765
319,4,,,3,22/09/2020,False,24168458
371,5,sainte marie de re,,5,22/09/2020,False,28240132
503,0,sainte marie de re,,3,22/09/2020,False,42164842
162,3,la couarde sur mer,,1,22/09/2020,False,18485059
465,3,la flotte,,3,22/09/2020,False,5018017
573,5,le bois plage en re,,4,22/09/2020,False,7745058
609,6,rivedoux plage,,4,22/09/2020,False,6235071
318,5,le bois plage en re,,5,22/09/2020,False,12964045
457,4,sainte marie de re,,3,22/09/2020,False,22441928
"1,006",6,le bois plage en re,,5,22/09/2020,False,18305081
111,3,rivedoux plage,,1,22/09/2020,False,42216319
741,5,saint martin de re,,4,22/09/2020,False,33636418
488,4,sainte marie de re,,,22/09/2020,False,24593561
438,4,loix,,3,22/09/2020,False,3007671
193,3,sainte marie de re,,,22/09/2020,False,1196922
468,5,le bois plage en re,,3,22/09/2020,False,42582383
527,5,sainte marie de re,,,22/09/2020,False,36513210
335,6,rivedoux plage,,3,22/09/2020,False,4945576
745,6,le bois plage en re,,5,22/09/2020,False,33769499
111,3,rivedoux plage,,1,22/09/2020,False,42885442
301,3,sainte marie de re,,3,22/09/2020,False,28533702
306,3,le bois plage en re,,,22/09/2020,False,32638038
341,4,sainte marie de re,,,22/09/2020,False,25654302
812,4,sainte marie de re,,3,22/09/2020,False,39165287
259,3,sainte marie de re,,,22/09/2020,False,20086059
328,5,loix,,5,22/09/2020,False,16119699
319,4,la flotte,,,22/09/2020,False,33965725
326,4,sainte marie de re,,,22/09/2020,False,6442596
325,3,rivedoux plage,,,22/09/2020,False,12256043
333,3,sainte marie de re,,,22/09/2020,False,3232178
844,7,rivedoux plage,,6,22/09/2020,False,17001566
318,5,le bois plage en re,,5,22/09/2020,False,12964045
301,3,sainte marie de re,,3,22/09/2020,False,28533702
111,3,rivedoux plage,,1,22/09/2020,False,42725522
383,3,la couarde sur mer,,3,22/09/2020,False,11884365
488,4,sainte marie de re,,,22/09/2020,False,24593561
727,6,le bois plage en re,,5,22/09/2020,False,3136842
193,3,sainte marie de re,,,22/09/2020,False,1196922
370,4,nieul sur mer,,3,22/09/2020,False,20423674
644,5,la couarde sur mer,,3,22/09/2020,False,32959687
664,3,,,3,22/09/2020,False,29960783
288,3,sainte marie de re,,,22/09/2020,False,41898522
111,3,rivedoux plage,,1,22/09/2020,False,42885442
745,6,le bois plage en re,,5,22/09/2020,False,33769499
228,5,sainte marie de re,,3,22/09/2020,False,42855461
741,5,saint martin de re,,4,22/09/2020,False,33636418
383,3,la couarde sur mer,,3,22/09/2020,False,11884365
"1,504",8,la flotte,,5,22/09/2020,False,28909955
715,6,sainte marie de re,,7,22/09/2020,False,34239481
589,3,la couarde sur mer,,4,22/09/2020,False,6727209
116,2,la rochelle,,,22/09/2020,False,28663922
240,4,la rochelle,,,22/09/2020,False,14794504
428,3,loix,,,22/09/2020,False,23892072
364,5,rivedoux plage,,4,22/09/2020,False,37707361
498,5,la couarde sur mer,,3,22/09/2020,False,24078415
627,3,la couarde sur mer,,1,22/09/2020,False,17769304
278,5,loix,,,22/09/2020,False,8725810
835,4,rivedoux plage,,3,22/09/2020,False,42881478
563,3,rivedoux plage,,,22/09/2020,False,30150760
311,3,la rochelle,,,22/09/2020,False,16317728
449,4,loix,,3,22/09/2020,False,979153
602,6,la couarde sur mer,,3,22/09/2020,False,40408890
351,3,le bois plage en re,,,22/09/2020,False,39211506
632,6,sainte marie de re,,4,22/09/2020,False,5359200
385,3,la flotte,,,22/09/2020,False,13561680
421,4,le bois plage en re,,4,22/09/2020,False,16119700
615,5,rivedoux plage,,,22/09/2020,False,31922291
547,6,loix,,5,22/09/2020,False,21508247
240,4,la rochelle,,,22/09/2020,False,14794504
961,6,,,5,22/09/2020,False,39274320
"1,504",6,le bois plage en re,,6,22/09/2020,False,586843
409,3,,,,22/09/2020,False,3887370
617,5,la rochelle,,,22/09/2020,False,25997381
116,2,la rochelle,,,22/09/2020,False,28663922
589,3,la couarde sur mer,,4,22/09/2020,False,6727209
351,3,le bois plage en re,,,22/09/2020,False,39211506
835,4,rivedoux plage,,3,22/09/2020,False,42881478
"1,504",8,la flotte,,5,22/09/2020,False,28909955
311,3,la rochelle,,,22/09/2020,False,16317728
206,3,,,,22/09/2020,False,7452990
563,3,rivedoux plage,,,22/09/2020,False,30150760
627,3,la couarde sur mer,,1,22/09/2020,False,17769304
364,5,rivedoux plage,,4,22/09/2020,False,37707361
449,4,loix,,3,22/09/2020,False,979153
867,7,,,8,22/09/2020,False,5471931
385,3,la flotte,,,22/09/2020,False,13561680
602,6,la couarde sur mer,,3,22/09/2020,False,40408890
492,4,la rochelle,,3,22/09/2020,False,17679050
351,3,le bois plage en re,,,22/09/2020,False,39211506
719,4,lagord,,,22/09/2020,False,32510158
731,5,,,3,22/09/2020,False,1049817
385,3,la flotte,,,22/09/2020,False,13561680
632,6,sainte marie de re,,4,22/09/2020,False,5359200
421,4,le bois plage en re,,4,22/09/2020,False,16119700
322,5,sainte marie de re,,3,22/09/2020,False,26373652
245,4,,,,22/09/2020,False,25174790
569,4,l houmeau,,,22/09/2020,False,29237359
776,4,la flotte,,3,22/09/2020,False,21724525
468,3,loix,,5,22/09/2020,False,15925057
355,3,l houmeau,,4,22/09/2020,False,34859421
480,5,rivedoux plage,,,22/09/2020,False,16172560
"1,420",6,rivedoux plage,,5,22/09/2020,False,24168343
482,4,le bois plage en re,,,22/09/2020,False,42995578
"1,145",5,,,4,22/09/2020,False,33548662
819,4,le bois plage en re,,5,22/09/2020,False,7126485
311,3,la rochelle,,,22/09/2020,False,2050360
191,4,le bois plage en re,,,29/09/2020,False,18179034
255,4,le bois plage en re,,,29/09/2020,False,25288920
223,3,la flotte,,,29/09/2020,False,42728576
260,3,le bois plage en re,,3,29/09/2020,False,16857198
133,2,loix,,3,29/09/2020,False,907453
176,3,sainte marie de re,,,29/09/2020,False,12976498
265,4,saint martin de re,,3,29/09/2020,False,42292241
231,3,la couarde sur mer,,,29/09/2020,False,18991672
444,5,saint martin de re,,5,29/09/2020,False,39050748
213,4,le bois plage en re,,3,29/09/2020,False,32852482
214,3,la flotte,,5,29/09/2020,False,32834176
325,4,la flotte,,,29/09/2020,False,12734232
281,4,sainte marie de re,,,29/09/2020,False,32103313
193,3,le bois plage en re,,,29/09/2020,False,33759042
120,3,la couarde sur mer,,,29/09/2020,False,39053278
318,5,le bois plage en re,,5,29/09/2020,False,36853426
560,6,saint martin de re,,6,29/09/2020,False,33418725
253,5,sainte marie de re,,3,29/09/2020,False,20478019
159,4,la couarde sur mer,,,29/09/2020,False,24008036
416,4,la flotte,,3,29/09/2020,False,13664992
560,6,saint martin de re,,6,29/09/2020,False,33418725
363,4,le bois plage en re,,3,29/09/2020,False,33127310
416,4,la flotte,,3,29/09/2020,False,13664992
216,4,sainte marie de re,,3,29/09/2020,False,12962979
277,3,la flotte,,3,29/09/2020,False,21344501
245,3,la couarde sur mer,,,29/09/2020,False,33822917
377,5,sainte marie de re,,,29/09/2020,False,19685590
184,3,sainte marie de re,,1,29/09/2020,False,5832484
533,4,saint martin de re,,4,29/09/2020,False,34822614
251,3,la flotte,,,29/09/2020,False,27218929
632,5,le bois plage en re,,4,29/09/2020,False,21742914
410,5,sainte marie de re,,3,29/09/2020,False,42172687
295,5,sainte marie de re,,3,29/09/2020,False,15000319
621,4,sainte marie de re,,5,29/09/2020,False,32785452
159,4,la couarde sur mer,,,29/09/2020,False,24008036
376,5,saint martin de re,,,29/09/2020,False,18927199
340,4,la flotte,,3,29/09/2020,False,36855003
568,5,la flotte,,5,29/09/2020,False,35829263
355,3,sainte marie de re,,,29/09/2020,False,17179410
283,5,sainte marie de re,,3,29/09/2020,False,11598740
340,4,la flotte,,3,29/09/2020,False,36855003
568,5,la flotte,,5,29/09/2020,False,35829263
322,5,,,3,29/09/2020,False,38472355
355,3,sainte marie de re,,,29/09/2020,False,17179410
242,3,,,3,29/09/2020,False,5302915
318,4,la flotte,,3,29/09/2020,False,41956735
269,2,,,,29/09/2020,False,3278118
562,5,la flotte,,4,29/09/2020,False,26211665
283,5,sainte marie de re,,3,29/09/2020,False,11598740
237,3,sainte marie de re,,,29/09/2020,False,21994231
881,6,saint martin de re,,5,29/09/2020,False,20600612
159,3,sainte marie de re,,,29/09/2020,False,31029748
